init_choiceA,init_choiceB,init_choiceC,init_choiceD,init_time,adjusted_choiceA,adjusted_choiceB,adjusted_choiceC,adjusted_choiceD,adjusted_time,question_num,question,optionA,optionB,optionC,optionD,correct_answer,justification,advice_answer,topic,participant_id,source,advisor,give_justification,score,major,time,usage_description,heard_of,used,used_in_class,answered_mc,weight_on_advice,fam_topic,topic_familiarity,net_familiarity,uncomfortable,neutral,comfortable,usage_level,question_group,question_id,advice_is_correct,last_advice_is_correct,correct_advice_count,incorrect_advice_count,init_advice_confidence,advice_confidence
0.23140495867768596,0.6363636363636364,0.09090909090909091,0.04132231404958678,13.09,0.05504587155963303,0.8807339449541285,0.01834862385321101,0.045871559633027525,7.27,11,Which of the following would lead to an expansion of the money supply?,The FED raises the discount rate.,The FED buys government securities in the secondary market.,The federal government deficit-spends.,The FED raises reserve requirements.,B,"

The FED raising the discount rate (A) would lead to a contraction of the money supply, as it would make it more expensive for banks to borrow money from the FED. 

The FED raising reserve requirements (D) would also lead to a contraction of the money supply, as it would require banks to hold more of their deposits as reserves, leaving less money available for lending. 

The federal government deficit-spending (C) would lead to an expansion of the money supply, as it would inject more money into the economy. 

The FED buying government securities in the secondary market (B) would also lead to an expansion of the money supply, as it would inject more money into the economy. 

Therefore, the correct answer is (B) and (C).",B,high_school_macroeconomics,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.6720183486238533,Economics,Neutral,0,0,1,0,2,"(10, 15]",-5662824777320642605,1,1.0,6.0,4.0,0.6363636363636364,0.8807339449541285
0.040983606557377046,0.1885245901639344,0.7704918032786885,0.0,16.39,0.0,0.0,1.0,0.0,6.861,12,What should be done after catheterization is carried out?,The patient should be thanked.,The patient should be advised when to drink.,Document catheterization in the patient`s notes.,The patient should be washed.,C,"

After catheterization is carried out, the first step should be to document the catheterization in the patient`s notes. Therefore, the correct answer is (C) Document catheterization in the patient`s notes.",C,clinical_knowledge,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,1.0,Biological Sciences,Uncomfortable,-1,1,0,0,2,"(10, 15]",2992107309799803297,1,1.0,7.0,4.0,0.7704918032786885,1.0
0.0,0.0,0.0,1.0,13.381,0.0,0.0,0.0,1.0,6.576,13,Holding all else equal which of the following monetary policies would be used to boost U.S. exports?,Increasing the discount rate,Increasing the reserve ratio,Buying government securities,Lowering tariffs,C,"

The goal is to boost U.S. exports. To do this, we need to make U.S. exports more attractive to foreign buyers. The best way to do this is to lower tariffs, which will make U.S. exports cheaper for foreign buyers.

Answer: (D) Lowering tariffs",D,high_school_macroeconomics,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.0,Economics,Neutral,0,0,1,0,2,"(10, 15]",1619789526647244333,0,1.0,8.0,4.0,1.0,1.0
0.24489795918367346,0.24489795918367346,0.25510204081632654,0.25510204081632654,15.974,0.6880733944954128,0.09174311926605505,0.11009174311926606,0.11009174311926606,9.323,14,"A sample of an unknown chloride compound was dissolved in water, and then titrated with excess Pb(NO3)2 to create a precipitate. After drying, it is determined there are 0.0050 mol of precipitate present. What mass of chloride is present in the original sample?",0.177 g,0.355 g,0.522 g,0.710 g,B,"

First, we need to calculate the moles of chloride present in the original sample. We know that 0.0050 mol of precipitate was created, and that the precipitate is PbCl2. This means that the original sample contained 0.0050 mol of chloride. 

Now, we need to calculate the mass of chloride present in the original sample. We know that the molar mass of chloride is 35.45 g/mol. Therefore, the mass of chloride present in the original sample is 0.177 g (0.0050 mol x 35.45 g/mol = 0.177 g). 

Answer: (A) 0.177 g",A,high_school_chemistry,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.5869080089263575,Biological Sciences,Uncomfortable,-1,1,0,0,2,"(10, 15]",6602128354336540514,0,0.0,8.0,5.0,0.24489795918367346,0.6880733944954128
0.22321428571428573,0.7767857142857143,0.0,0.0,11.493,0.1937984496124031,0.29457364341085274,0.5116279069767442,0.0,9.94,15,Which of the following policies best describes supply-side fiscal policy?,An increase in the money supply,Increased government spending,Lower taxes on research and development of new technology,Higher taxes on household income,C,"

Supply-side fiscal policy is a type of economic policy that focuses on increasing the production of goods and services in an economy. 

Therefore, the correct answer is (C) Lower taxes on research and development of new technology.",C,high_school_macroeconomics,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.5116279069767442,Economics,Neutral,0,0,1,0,2,"(10, 15]",7377502053040045294,1,0.0,8.0,6.0,0.0,0.5116279069767442
1.0,0.0,0.0,0.0,14.505,1.0,0.0,0.0,0.0,5.91,16,Wendy wants to take a survey to determine which flavor of ice cream is the most popular at her school. Which of the following methods is the best way for her to choose a random sample of the students at her school?,selecting ten students from each homeroom,selecting members of the girls’ softball team,selecting members of the boys’ basketball team,selecting students who like her favorite flavor of ice cream,A,"

Wendy wants to take a survey to determine which flavor of ice cream is the most popular at her school. 

The best way for her to choose a random sample of the students at her school is (A) selecting ten students from each homeroom.",A,elementary_mathematics,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.0,Mathematics,Neutral,0,0,1,0,2,"(15, 20]",6747851962460359132,1,1.0,9.0,6.0,1.0,1.0
0.13636363636363635,0.36363636363636365,0.5,0.0,17.335,0.1171875,0.203125,0.6796875,0.0,6.951,17,"As of 2020, about what percentage of the population in Sub-Saharan Africa, is living on less than $1.90?",10%,20%,40%,80%,C,"

Sub-Saharan Africa is a region in Africa that includes countries south of the Sahara Desert. 

As of 2020, about 40% of the population in Sub-Saharan Africa is living on less than $1.90. 

Therefore, the correct answer is (C) 40%.",C,global_facts,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.359375,Trivia,Uncomfortable,-1,1,0,0,2,"(15, 20]",-338083105935200829,1,1.0,10.0,6.0,0.5,0.6796875
0.0,1.0,0.0,0.0,9.309,0.0,0.7916666666666666,0.20833333333333334,0.0,6.027,18,The greenhouse gases that contribute to global warming are,water vapor,carbon dioxide,Both,Neither,C,"

Water vapor is a greenhouse gas, but it is not the only one. Carbon dioxide is also a greenhouse gas. Therefore, the correct answer is (C) Both.",C,conceptual_physics,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.20833333333333334,Physics,Uncomfortable,-1,1,0,0,2,"(15, 20]",-7386093105673180393,1,1.0,11.0,6.0,0.0,0.20833333333333334
0.7092198581560284,0.0,0.10638297872340426,0.18439716312056736,14.215,1.0,0.0,0.0,0.0,5.972,19,Which of the following court decisions did NOT deal with the First Amendment?,Roe v. Wade,New York Times v. United States,DeJonge v. Oregon,Dennis v. United States,A,"

The First Amendment of the US Constitution guarantees certain rights, such as freedom of speech, press, and assembly. 

A) Roe v. Wade dealt with the right to privacy.

B) New York Times v. United States dealt with freedom of the press.

C) DeJonge v. Oregon dealt with freedom of assembly.

D) Dennis v. United States dealt with freedom of speech.

Answer: A) Roe v. Wade",A,high_school_government_and_politics,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,1.0,Economics,Neutral,0,0,1,0,2,"(15, 20]",-5327920836301509600,1,1.0,12.0,6.0,0.7092198581560284,1.0
0.7767857142857143,0.08035714285714286,0.07142857142857142,0.07142857142857142,30.818,0.8,0.072,0.064,0.064,6.394,20,A social stratum is:,"a level in the social hierarchy, comprising people with shared life chances",a methodological tool used to identify a person`s social class,the boundary between two levels of the social hierarchy,"a symbol of status, used to differentiate between social classes",A,"

A social stratum is a level in the social hierarchy, so the correct answer is (A).",A,sociology,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.10400000000000013,Literature,Comfortable,1,0,0,1,2,"(15, 20]",-8004004894967577349,1,1.0,13.0,6.0,0.7767857142857143,0.8
0.7909090909090909,0.20909090909090908,0.0,0.0,25.32,0.13725490196078433,0.8627450980392157,0.0,0.0,5.995,21,"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
—Thomas Paine, The Age of Reason, 1794–1795
Which of the following Enlightenment philosophes designed a system of checks and balances for government to avoid abuses of power?",Jean Jacques Rousseau,Baron Montesquieu,Mary Wollstonecraft,Adam Smith,B,"

Thomas Paine wrote the excerpt from The Age of Reason, which was published in 1794-1795. This excerpt is about his beliefs in one God, equality of man, and religious duties. 

The question is asking which Enlightenment philosophe designed a system of checks and balances for government to avoid abuses of power. 

The correct answer is B) Baron Montesquieu.",B,high_school_european_history,R_2R8QPUIADEFVI7s,rpp,AI chatbot,no,-3146.0,"Computer Science, Business Administration",1183,,1,1,0,0,0.8264593193599279,History,Comfortable,1,0,0,1,2,"(20, 25]",-7427292084461129599,1,1.0,14.0,6.0,0.20909090909090908,0.8627450980392157
0.2647058823529412,0.24509803921568626,0.24509803921568626,0.24509803921568626,9.738,0.4094488188976378,0.1968503937007874,0.1968503937007874,0.1968503937007874,11.169,1,Suppose today`s headline is that private investment has decreased as a result of an action by the Federal Reserve. Which of the following choices is the most likely cause?,Selling Treasury securities to commercial banks,Lowering of the discount rate,Decreasing the reserve ratio,Elimination of a corporate tax credit on investment,A,"

The Federal Reserve is an independent government agency that sets monetary policy. It does this by manipulating the money supply, which affects the cost of borrowing and the availability of credit. 

The most likely cause of a decrease in private investment as a result of an action by the Federal Reserve is (B) Lowering of the discount rate. The discount rate is the interest rate that the Federal Reserve charges commercial banks for short-term loans. When the discount rate is lowered, it makes it cheaper for banks to borrow money, which in turn makes it easier for businesses to access credit and invest in new projects.",B,high_school_macroeconomics,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.0,Economics,Comfortable,1,0,0,1,4,"(0, 5]",-1020027289657791698,0,0.0,0.0,0.0,0.24509803921568626,0.1968503937007874
0.1736111111111111,0.1736111111111111,0.4791666666666667,0.1736111111111111,10.658,0.1736111111111111,0.1736111111111111,0.4791666666666667,0.1736111111111111,5.955,2,A person heterozygous for the recessive gene for cystic fibrosis marries a person who does not carry or have the trait (homozygous dominant). What is the probability that the couple`s first child will be a carrier?,0,0.25,0.5,1,C,"

The person heterozygous for the recessive gene for cystic fibrosis has one copy of the recessive gene and one copy of the dominant gene. The other person is homozygous dominant, meaning they have two copies of the dominant gene. 

When the couple has a child, the child will receive one gene from each parent. The probability that the child will receive the recessive gene from the parent heterozygous for the recessive gene is 0.5 (50%). 

Therefore, the probability that the couple`s first child will be a carrier is 0.5 (50%). 

Answer: B) 0.25",B,miscellaneous,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.0,Trivia,Comfortable,1,0,0,1,4,"(0, 5]",8557971253461512506,0,0.0,0.0,1.0,0.1736111111111111,0.1736111111111111
0.0,1.0,0.0,0.0,28.923,0.0,1.0,0.0,0.0,5.801,3,"This question refers to the following information.
""Is there no danger to our liberty and independence in a bank that in its nature has so little to bind it to our country? The president of the bank has told us that most of the State banks exist by its forbearance. Should its influence become concentrated, as it may under the operation of such an act as this, in the hands of a self-elected directory whose interests are identified with those of the foreign stockholders, will there not be cause to tremble for the purity of our elections in peace and for the independence of our country in war? Their power would be great whenever they might choose to exert it; but if this monopoly were regularly renewed every fifteen or twenty years on terms proposed by themselves, they might seldom in peace put forth their strength to influence elections or control the affairs of the nation. But if any private citizen or public functionary should interpose to curtail its powers or prevent a renewal of its privileges, it cannot be doubted that he would be made to feel its influence.""
President Andrew Jackson, Veto of the Bank of the United States, 1832
The debate over the First Bank of the United States was significant because it raised the issue of",whether the new government should issue paper currency,how strictly the Constitution should be interpreted,whether the United States should pay back its war debt to France,whether the president had the power to act unilaterally on important economic issues,B,"

The passage is about the debate over the First Bank of the United States. 

The issue raised by the debate was whether the president had the power to act unilaterally on important economic issues. 

Therefore, the correct answer is (D).",D,high_school_us_history,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.0,History,Comfortable,1,0,0,1,4,"(0, 5]",-7768585856831515743,0,0.0,0.0,2.0,0.0,0.0
0.18055555555555555,0.1736111111111111,0.4722222222222222,0.1736111111111111,25.74,0.3192771084337349,0.15060240963855423,0.3795180722891566,0.15060240963855423,10.751,4,Baggini says that almost all deniers of meaning in life really seem to be rejecting only the idea that life has _____.,internal meaning,external meaning,religious meaning,secular meaning,B," Baggini is talking about deniers of meaning in life, so we can assume he is talking about the meaning of life.  Therefore, the answer is (A) internal meaning.",A,philosophy,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.16928731876659175,Literature,Comfortable,1,0,0,1,4,"(0, 5]",8713170384547837054,0,0.0,0.0,3.0,0.18055555555555555,0.3192771084337349
0.7931034482758621,0.20689655172413793,0.0,0.0,20.575,0.6509433962264151,0.16981132075471697,0.0,0.1792452830188679,6.852,5,"From the options listed, which type of carbohydrate cannot be metabolised by oral bacteria
",maltose,malto-triose,starch,glucose,C,"

Maltose and malto-triose are both types of carbohydrates, so they can be metabolised by oral bacteria. 

Starch is also a type of carbohydrate, so it can be metabolised by oral bacteria. 

Therefore, the correct answer is (D) glucose.",D,nutrition,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.1792452830188679,Biological Sciences,Comfortable,1,0,0,1,4,"(0, 5]",4399899785131605276,0,0.0,0.0,4.0,0.0,0.1792452830188679
0.14705882352941177,0.14705882352941177,0.14705882352941177,0.5588235294117647,14.519,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.5588235294117647,5.217,6,Why are psychoanalysts sometimes interested in talking with a patient about dreams?,Psychoanalysts discovered that neurotransmitter abnormalities sometimes cause dream disturbances.,"Since all people are striving for self-actualization, psychoanalysts look at the cognitive obstacles in dreams.",Nonproductive counterconditioning behaviors are sometimes revealed in dreams.,Some psychoanalysts believe that dream symbols represent unconscious conflicts.,D,"

A) Psychoanalysts discovered that neurotransmitter abnormalities sometimes cause dream disturbances.

This is incorrect. Neurotransmitter abnormalities are related to mental health, but they are not related to dream analysis.

B) Since all people are striving for self-actualization, psychoanalysts look at the cognitive obstacles in dreams.

This is also incorrect. Self-actualization is a concept related to personal growth, but it is not related to dream analysis.

C) Nonproductive counterconditioning behaviors are sometimes revealed in dreams.

This is incorrect. Counterconditioning is a type of behavior therapy, but it is not related to dream analysis.

D) Some psychoanalysts believe that dream symbols represent unconscious conflicts.

This is the correct answer. Psychoanalysts believe that dream symbols can represent unconscious conflicts, which can be explored in psychoanalytic therapy.",D,high_school_psychology,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.0,Biological Sciences,Comfortable,1,0,0,1,4,"(5, 10]",-5920808876526431252,1,0.0,0.0,5.0,0.5588235294117647,0.5588235294117647
0.15527950310559005,0.15527950310559005,0.5341614906832298,0.15527950310559005,7.241,0.3505747126436782,0.14367816091954022,0.3620689655172414,0.14367816091954022,11.224,7,Some recent work has found an association between obesity and,Shorter telomere strands,Tobacco use,Excess alcohol use,Skin cancers,A,"

Obesity is a health condition related to diet and lifestyle. Tobacco use, excess alcohol use, and skin cancers are all health conditions related to lifestyle, but not necessarily diet. Therefore, the correct answer is (A) Shorter telomere strands.",A,human_aging,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.23119506423258962,Biological Sciences,Comfortable,1,0,0,1,4,"(5, 10]",7001003401720789189,1,1.0,1.0,5.0,0.15527950310559005,0.3505747126436782
0.11304347826086956,0.11304347826086956,0.13043478260869565,0.6434782608695652,20.881,0.6470588235294118,0.1092436974789916,0.12605042016806722,0.11764705882352941,9.757,8,A high-temperature source radiates relatively,short wavelengths,long wavelengths,low frequencies of radiation,None of these,A,"
A high-temperature source radiates relatively...

A) Short wavelengths",A,conceptual_physics,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.6020761245674741,Physics,Comfortable,1,0,0,1,4,"(5, 10]",8843994183947134949,1,1.0,2.0,5.0,0.11304347826086956,0.6470588235294118
0.15625,0.15625,0.15625,0.53125,10.77,0.15625,0.15625,0.15625,0.53125,8.485,9,Which of the following conditions will ensure that angular momentum is conserved? I. Conservation of linear momentum II. Zero net external force III. Zero net external torque,I and II only,I and III only,II and III only,III only,D,"

Angular momentum is a vector quantity, and it is conserved when the net external torque is zero. Therefore, the correct answer is (C) II and III only.",C,high_school_physics,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.0,Physics,Comfortable,1,0,0,1,4,"(5, 10]",-1334343278738211652,0,1.0,3.0,5.0,0.15625,0.15625
0.4,0.2,0.2,0.2,22.392,0.5161290322580645,0.16129032258064516,0.16129032258064516,0.16129032258064516,5.177,10,Which process would release energy from gold: fission or fusion? From carbon?,Gold: fission; carbon: fusion,Gold: fusion; carbon: fission,Gold: fission; carbon: fission,Gold: fusion; carbon: fusion,A,"
Fission is the process of splitting an atom into two or more smaller atoms, releasing energy in the process. Fusion is the process of combining two or more atoms into a single, larger atom, also releasing energy in the process. 

Therefore, the correct answer is: (A) Gold: fission; carbon: fusion",A,conceptual_physics,R_1gckVWV1J1rhJjG,rpp,expert,yes,4249.0,"EECS, Business Administration",1218,i would ask the chatbot questions that i would like it to answer,1,1,1,1,0.19354838709677413,Physics,Comfortable,1,0,0,1,4,"(5, 10]",-4529976943450657431,1,0.0,3.0,6.0,0.4,0.5161290322580645
